OBS_STATUS,CONF_STATUS,FREQ,REF_AREA,COMP_METHOD,UNIT_MEASURE,CURRENCY,TRANSFORMATION,METHOD_REF,COLLECTION,COLLECTION_DETAIL,SUPP_INFO_BREAKS,DECIMALS,COMPILING_ORG,UNIT_MULT,TITLE,DISS_ORG,DATA_COMP,TIME_PERIOD,value
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1971-12,22.42235544921
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1972-01,21.801723914777
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1972-02,21.30859965633
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1972-03,21.450778806127
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1972-04,21.800679714486
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1972-05,22.636810609228
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1972-06,23.139578881534
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1972-07,23.495677096624
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1972-08,23.228588213747
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1972-09,23.36435279638
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1972-10,22.622597423014
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1972-11,23.069950282218
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1972-12,27.217822472729
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1973-01,25.566506820297
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1973-02,26.116634128939
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1973-03,25.857865922133
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1973-04,26.028596004202
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1973-05,26.737573052157
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1973-06,28.543909586229
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1973-07,29.212564442767
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1973-08,30.606193297574
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1973-09,31.781207075922
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1973-10,30.773198493297
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1973-11,29.672418857052
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1973-12,34.310437520446
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1974-01,30.355125571674
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1974-02,31.345702364149
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1974-03,35.084771011988
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1974-04,35.902290873505
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1974-05,36.33602467438
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1974-06,38.477305493319
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1974-07,38.919660971001
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1974-08,38.334558239659
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1974-09,41.094654936506
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1974-10,41.329183629664
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1974-11,42.030328451394
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1974-12,46.122456750233
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1975-01,45.779078891576
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1975-02,45.361981097518
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1975-03,44.738085442829
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1975-04,44.340209459919
A,F,M,IT,B,USD,_Z,B,BIS-spliced,E,The data in billions of US dollars are calculated using market exchange rates.,"This series is adjusted for breaks. Break-adjustment calculations follow the methodology outlined in the BIS Quarterly Review (2013). For further detail, see https://www.bis.org/publ/qtrpdf/r_qt1303z.htm",3,Bank of Italy; European Central Bank; Bank for International Settlements.,9,"Italy - Central bank, assets, total, BIS-spliced, USD",5B0,From June 2016 onwards: disaggregated financial statement of the Eurosystem. Between September 1997 and May 2016: the Bank of Italy balance sheet aggregates following the harmonised monetary statistics of monetary financial institutions. Between December 1894 and August 1997: IBIS - Bank of Italy historical balance sheet series.,1975-05,45.527330447575
