INDICATOR,COUNTRY,FREQUENCY,LATEST_ACTUAL_ANNUAL_DATA,OVERLAP,SCALE,METHODOLOGY,METHODOLOGY_NOTES,TIME_PERIOD,value
PCPI,GBR,A,2024,OL,0,CPI,"Source: National Statistics Office. For data prior to 1988, the source is the WEO - World Economic Outlook. Latest actual data: 2024. Our PCPIE (end-period CPI data) is for December each year; latest data is 2024Q4 Notes: Data prior to 1988 cannot be confirmed by national sources at this time. Harmonized prices: Yes Base year: 2015 Primary domestic currency: British pound Data last updated: 04/10/2025",2021,111.551
PCPI,GBR,A,2024,OL,0,CPI,"Source: National Statistics Office. For data prior to 1988, the source is the WEO - World Economic Outlook. Latest actual data: 2024. Our PCPIE (end-period CPI data) is for December each year; latest data is 2024Q4 Notes: Data prior to 1988 cannot be confirmed by national sources at this time. Harmonized prices: Yes Base year: 2015 Primary domestic currency: British pound Data last updated: 04/10/2025",2022,121.665
PCPI,GBR,A,2024,OL,0,CPI,"Source: National Statistics Office. For data prior to 1988, the source is the WEO - World Economic Outlook. Latest actual data: 2024. Our PCPIE (end-period CPI data) is for December each year; latest data is 2024Q4 Notes: Data prior to 1988 cannot be confirmed by national sources at this time. Harmonized prices: Yes Base year: 2015 Primary domestic currency: British pound Data last updated: 04/10/2025",2023,130.55
PCPI,GBR,A,2024,OL,0,CPI,"Source: National Statistics Office. For data prior to 1988, the source is the WEO - World Economic Outlook. Latest actual data: 2024. Our PCPIE (end-period CPI data) is for December each year; latest data is 2024Q4 Notes: Data prior to 1988 cannot be confirmed by national sources at this time. Harmonized prices: Yes Base year: 2015 Primary domestic currency: British pound Data last updated: 04/10/2025",2024,133.853
PCPI,GBR,A,2024,OL,0,CPI,"Source: National Statistics Office. For data prior to 1988, the source is the WEO - World Economic Outlook. Latest actual data: 2024. Our PCPIE (end-period CPI data) is for December each year; latest data is 2024Q4 Notes: Data prior to 1988 cannot be confirmed by national sources at this time. Harmonized prices: Yes Base year: 2015 Primary domestic currency: British pound Data last updated: 04/10/2025",2025,138.037
PCPI,GBR,A,2024,OL,0,CPI,"Source: National Statistics Office. For data prior to 1988, the source is the WEO - World Economic Outlook. Latest actual data: 2024. Our PCPIE (end-period CPI data) is for December each year; latest data is 2024Q4 Notes: Data prior to 1988 cannot be confirmed by national sources at this time. Harmonized prices: Yes Base year: 2015 Primary domestic currency: British pound Data last updated: 04/10/2025",2026,141.14
PCPI,GBR,A,2024,OL,0,CPI,"Source: National Statistics Office. For data prior to 1988, the source is the WEO - World Economic Outlook. Latest actual data: 2024. Our PCPIE (end-period CPI data) is for December each year; latest data is 2024Q4 Notes: Data prior to 1988 cannot be confirmed by national sources at this time. Harmonized prices: Yes Base year: 2015 Primary domestic currency: British pound Data last updated: 04/10/2025",2027,143.963
PCPI,GBR,A,2024,OL,0,CPI,"Source: National Statistics Office. For data prior to 1988, the source is the WEO - World Economic Outlook. Latest actual data: 2024. Our PCPIE (end-period CPI data) is for December each year; latest data is 2024Q4 Notes: Data prior to 1988 cannot be confirmed by national sources at this time. Harmonized prices: Yes Base year: 2015 Primary domestic currency: British pound Data last updated: 04/10/2025",2028,146.842
PCPI,GBR,A,2024,OL,0,CPI,"Source: National Statistics Office. For data prior to 1988, the source is the WEO - World Economic Outlook. Latest actual data: 2024. Our PCPIE (end-period CPI data) is for December each year; latest data is 2024Q4 Notes: Data prior to 1988 cannot be confirmed by national sources at this time. Harmonized prices: Yes Base year: 2015 Primary domestic currency: British pound Data last updated: 04/10/2025",2029,149.779
PCPI,GBR,A,2024,OL,0,CPI,"Source: National Statistics Office. For data prior to 1988, the source is the WEO - World Economic Outlook. Latest actual data: 2024. Our PCPIE (end-period CPI data) is for December each year; latest data is 2024Q4 Notes: Data prior to 1988 cannot be confirmed by national sources at this time. Harmonized prices: Yes Base year: 2015 Primary domestic currency: British pound Data last updated: 04/10/2025",2030,152.775
