,TIME_PERIOD,FREQ,COUNTRY,INDICATOR,value,missing,anomaly
0,1914-11-01,M,US,central_bank_total_assets,0.2700195547451,False,False
1,1914-12-01,M,US,central_bank_total_assets,0.2778455998066,False,False
2,1915-01-01,M,US,central_bank_total_assets,0.3022357402426,False,False
3,1915-02-01,M,US,central_bank_total_assets,0.3317349100958,False,False
4,1915-03-01,M,US,central_bank_total_assets,0.333212918606,False,False
5,1915-04-01,M,US,central_bank_total_assets,0.3476050014742,False,False
6,1915-05-01,M,US,central_bank_total_assets,0.3602490742774,False,False
7,1915-06-01,M,US,central_bank_total_assets,0.3814581963974,False,False
8,1915-07-01,M,US,central_bank_total_assets,0.3770541710395,False,False
9,1915-08-01,M,US,central_bank_total_assets,0.3899852454953,False,False
10,1915-09-01,M,US,central_bank_total_assets,0.4177024050879,False,False
11,1915-10-01,M,US,central_bank_total_assets,0.4299534756283,False,False
12,1915-11-01,M,US,central_bank_total_assets,0.4853447945658,False,False
13,1915-12-01,M,US,central_bank_total_assets,0.4911128277776,False,False
14,1916-01-01,M,US,central_bank_total_assets,0.517772981284,False,False
15,1916-02-01,M,US,central_bank_total_assets,0.5135029566977,False,False
16,1916-03-01,M,US,central_bank_total_assets,0.5233670134939,False,False
17,1916-04-01,M,US,central_bank_total_assets,0.5196379920226,False,False
18,1916-05-01,M,US,central_bank_total_assets,0.585353370405,False,False
19,1916-06-01,M,US,central_bank_total_assets,0.6249605984594,False,False
20,1916-07-01,M,US,central_bank_total_assets,0.6150935416459,False,False
21,1916-08-01,M,US,central_bank_total_assets,0.6236145907092,False,False
22,1916-09-01,M,US,central_bank_total_assets,0.6327446432791,False,False
23,1916-10-01,M,US,central_bank_total_assets,0.6511397491963,False,False
24,1916-11-01,M,US,central_bank_total_assets,0.7350642324249,False,False
25,1916-12-01,M,US,central_bank_total_assets,0.7682304233925,False,False
26,1917-01-01,M,US,central_bank_total_assets,0.8803190687874,False,False
27,1917-02-01,M,US,central_bank_total_assets,0.890285126171,False,False
28,1917-03-01,M,US,central_bank_total_assets,0.9144852655129,False,False
29,1917-04-01,M,US,central_bank_total_assets,1.023594893755,False,False
30,1917-05-01,M,US,central_bank_total_assets,1.2196100223902,False,False
31,1917-06-01,M,US,central_bank_total_assets,2.0533518229904,False,True
32,1917-07-01,M,US,central_bank_total_assets,2.0212486381436,False,False
33,1917-08-01,M,US,central_bank_total_assets,2.0583928520162,False,False
34,1917-09-01,M,US,central_bank_total_assets,2.2036856885975,False,False
35,1917-10-01,M,US,central_bank_total_assets,2.5283795581517,False,False
36,1917-11-01,M,US,central_bank_total_assets,3.1048608774724,False,False
37,1917-12-01,M,US,central_bank_total_assets,3.1027068650698,False,False
38,1918-01-01,M,US,central_bank_total_assets,3.1693932490432,False,False
39,1918-02-01,M,US,central_bank_total_assets,3.1764722898036,False,False
40,1918-03-01,M,US,central_bank_total_assets,3.4460038417388,False,False
41,1918-04-01,M,US,central_bank_total_assets,3.5668595376136,False,False
42,1918-05-01,M,US,central_bank_total_assets,3.6863212254618,False,False
43,1918-06-01,M,US,central_bank_total_assets,3.8721552954754,False,False
44,1918-07-01,M,US,central_bank_total_assets,4.1654269841039,False,False
45,1918-08-01,M,US,central_bank_total_assets,4.3655801365653,False,False
46,1918-09-01,M,US,central_bank_total_assets,4.8175227388047,False,False
47,1918-10-01,M,US,central_bank_total_assets,5.2708153488174,False,False
48,1918-11-01,M,US,central_bank_total_assets,5.1950179123835,False,False
49,1918-12-01,M,US,central_bank_total_assets,5.2520202405971,False,False
50,1919-01-01,M,US,central_bank_total_assets,5.0753842235449,False,False
51,1919-02-01,M,US,central_bank_total_assets,5.2067659800276,False,False
52,1919-03-01,M,US,central_bank_total_assets,5.2299581135656,False,False
53,1919-04-01,M,US,central_bank_total_assets,5.2527172446103,False,False
54,1919-05-01,M,US,central_bank_total_assets,5.3218156424719,False,False
55,1919-06-01,M,US,central_bank_total_assets,5.2880384479862,False,False
56,1919-07-01,M,US,central_bank_total_assets,5.366401899195,False,False
57,1919-08-01,M,US,central_bank_total_assets,5.4358682991754,False,False
58,1919-09-01,M,US,central_bank_total_assets,5.6319224280351,False,False
59,1919-10-01,M,US,central_bank_total_assets,5.9393781983341,False,False
60,1919-11-01,M,US,central_bank_total_assets,6.2300768721474,False,False
61,1919-12-01,M,US,central_bank_total_assets,6.3254684214022,False,False
62,1920-01-01,M,US,central_bank_total_assets,6.0744469760464,False,False
63,1920-02-01,M,US,central_bank_total_assets,6.4163929449364,False,False
64,1920-03-01,M,US,central_bank_total_assets,6.0478058226493,False,False
65,1920-04-01,M,US,central_bank_total_assets,6.0505018381727,False,False
66,1920-05-01,M,US,central_bank_total_assets,6.114375205949,False,False
67,1920-06-01,M,US,central_bank_total_assets,6.0747479777795,False,False
68,1920-07-01,M,US,central_bank_total_assets,6.0328037362688,False,False
69,1920-08-01,M,US,central_bank_total_assets,6.1788065769383,False,False
70,1920-09-01,M,US,central_bank_total_assets,6.3123113456451,False,False
71,1920-10-01,M,US,central_bank_total_assets,6.3416435145368,False,False
72,1920-11-01,M,US,central_bank_total_assets,6.244524955338,False,False
73,1920-12-01,M,US,central_bank_total_assets,6.2695530994475,False,False
74,1921-01-01,M,US,central_bank_total_assets,5.8613717491809,False,False
75,1921-02-01,M,US,central_bank_total_assets,5.8611347478163,False,False
76,1921-03-01,M,US,central_bank_total_assets,5.7532001263397,False,False
77,1921-04-01,M,US,central_bank_total_assets,5.5045116944171,False,False
78,1921-05-01,M,US,central_bank_total_assets,5.3797909762879,False,False
79,1921-06-01,M,US,central_bank_total_assets,5.2420711833114,False,False
80,1921-07-01,M,US,central_bank_total_assets,5.1502396545548,False,False
81,1921-08-01,M,US,central_bank_total_assets,5.055852111081,False,False
82,1921-09-01,M,US,central_bank_total_assets,5.1071554064801,False,False
83,1921-10-01,M,US,central_bank_total_assets,5.09494433617,False,False
84,1921-11-01,M,US,central_bank_total_assets,5.0444250452851,False,False
85,1921-12-01,M,US,central_bank_total_assets,5.1513356608655,False,False
86,1922-01-01,M,US,central_bank_total_assets,4.7805575259628,False,False
87,1922-02-01,M,US,central_bank_total_assets,4.7890145746576,False,False
88,1922-03-01,M,US,central_bank_total_assets,4.8158787293387,False,False
89,1922-04-01,M,US,central_bank_total_assets,4.8600999839602,False,False
90,1922-05-01,M,US,central_bank_total_assets,4.8472959102356,False,False
91,1922-06-01,M,US,central_bank_total_assets,4.9048762417773,False,False
92,1922-07-01,M,US,central_bank_total_assets,4.863162001591,False,False
93,1922-08-01,M,US,central_bank_total_assets,4.8486519180434,False,False
94,1922-09-01,M,US,central_bank_total_assets,4.9702896184209,False,False
95,1922-10-01,M,US,central_bank_total_assets,5.0651241644685,False,False
96,1922-11-01,M,US,central_bank_total_assets,5.0809342555014,False,False
97,1922-12-01,M,US,central_bank_total_assets,5.3054415481915,False,False
98,1923-01-01,M,US,central_bank_total_assets,5.0135688676184,False,False
99,1923-02-01,M,US,central_bank_total_assets,5.0871132910797,False,False
100,1923-03-01,M,US,central_bank_total_assets,5.0679591807922,False,False
101,1923-04-01,M,US,central_bank_total_assets,5.0410960261169,False,False
102,1923-05-01,M,US,central_bank_total_assets,5.0734102121787,False,False
103,1923-06-01,M,US,central_bank_total_assets,5.0375310055899,False,False
104,1923-07-01,M,US,central_bank_total_assets,4.9527905176628,False,False
105,1923-08-01,M,US,central_bank_total_assets,4.9672576009628,False,False
106,1923-09-01,M,US,central_bank_total_assets,5.0782882402659,False,False
107,1923-10-01,M,US,central_bank_total_assets,5.0912963151651,False,False
108,1923-11-01,M,US,central_bank_total_assets,5.0983073555339,False,False
109,1923-12-01,M,US,central_bank_total_assets,5.1694067649171,False,False
110,1924-01-01,M,US,central_bank_total_assets,4.8422928814287,False,False
111,1924-02-01,M,US,central_bank_total_assets,4.8899181556502,False,False
112,1924-03-01,M,US,central_bank_total_assets,4.8508949309584,False,False
113,1924-04-01,M,US,central_bank_total_assets,4.8112307025758,False,False
114,1924-05-01,M,US,central_bank_total_assets,4.7250602064149,False,False
115,1924-06-01,M,US,central_bank_total_assets,4.7908085849874,False,False
116,1924-07-01,M,US,central_bank_total_assets,4.7403352943673,False,False
117,1924-08-01,M,US,central_bank_total_assets,4.7043800873409,False,False
118,1924-09-01,M,US,central_bank_total_assets,4.8121707079883,False,False
119,1924-10-01,M,US,central_bank_total_assets,4.897297198138,False,False
120,1924-11-01,M,US,central_bank_total_assets,4.9596135569492,False,False
121,1924-12-01,M,US,central_bank_total_assets,5.0964093446054,False,False
122,1925-01-01,M,US,central_bank_total_assets,4.8002966396186,False,False
123,1925-02-01,M,US,central_bank_total_assets,4.9420394557593,False,False
124,1925-03-01,M,US,central_bank_total_assets,4.7871525639364,False,False
125,1925-04-01,M,US,central_bank_total_assets,4.7497823487625,False,False
126,1925-05-01,M,US,central_bank_total_assets,4.7566193881295,False,False
127,1925-06-01,M,US,central_bank_total_assets,4.7494863470581,False,False
128,1925-07-01,M,US,central_bank_total_assets,4.6798399460413,False,False
129,1925-08-01,M,US,central_bank_total_assets,4.7279742231935,False,False
130,1925-09-01,M,US,central_bank_total_assets,4.9055682457618,False,False
131,1925-10-01,M,US,central_bank_total_assets,4.9604515617743,False,False
132,1925-11-01,M,US,central_bank_total_assets,4.9979097774549,False,False
133,1925-12-01,M,US,central_bank_total_assets,5.1831878442671,False,False
134,1926-01-01,M,US,central_bank_total_assets,4.8659570176844,False,False
135,1926-02-01,M,US,central_bank_total_assets,4.9424674582237,False,False
136,1926-03-01,M,US,central_bank_total_assets,4.902626228822,False,False
